title,author,publisher,isbn,edition,category,language,publication_date,audience,page_count,is_series,series,format,price,description,image
graphic design,Abdul Wahab Kassir,Ray pub (دار شعاع),15100,تكنولوجيا,الكتروني,عربي,2000,مبرمجين,256,نعم,2,10,4.5,"The book provides a comprehensive explanation, supported by pictures and graphics, of the basic and modern graphic design techniques from an aesthetic and creative point of view, with simple and rich visual solutions that help you in making a successful design that is fully consistent with the proposed idea and the desired goal of your final design. In the book, you will find modern techniques used by expert designers in their work, presented to you with an easy explanation supported by illustrations.",https://drive.google.com/open?id=1EoPY0m9AhavmB_CbPr4gWXszYnVu83kE
R2DBC Revealed,Robert Hedgpeth,Apress,978-1-4842-6989-3,تكنولوجيا,الكتروني,انكليزي,2021,مبرمجين,212,لا,1,1,14.11,"Understand the newest trend in database programming for developers working in Java, Kotlin, Clojure, and other JVM-based languages. This book introduces Reactive Relational Database Connectivity (R2DBC), a modern way of connecting to and querying relational databases from Java and other JVM languages. The book begins by helping you understand not only what reactive programming is, but why it is necessary. Then building on those fundamentals, the book takes you into the world of databases and the newly released Reactive Relational Database Connectivity (R2DBC) specification. 

Examples in the book are worked using the freely available MariaDB database along with MariaDB’s vendor-implementation of the R2DBC service-provider interface (SPI). Following along with the examples and the provided example code helps prepare you to work with any of the growing number of R2DBC implementations for popular enterprise databases such as Oracle Database and SQL Server. You’ll be well prepared for what is becoming the future of database access from Java and other languages built on the JVM.


What You Will Learn
Understand why R2DBC was created and how it utilizes the Reactive Streams API 
Understand the components of the R2DBC service-provider interface
Create and manage reactive database connections and connection pools using an R2DBC client
Programmatically execute queries on a relational database using an R2DBC client
Effectively utilize transactions using an R2DBC client
Build relational database-driven applications that are event-driven and non-blocking

Who This Book Is For

Software developers building solutions using JVM languages and the JVM ecosystem, and developers who need an introduction to the R2DBC specification and reactive programming with relational databases and want to understand what Reactive Relational Database Connectivity is and why it came about. This book includes practical examples of using the R2DBC specification with Java and MariaDB that will provide developers with the knowledge they need to create their own solutions.",https://drive.google.com/open?id=1Pyf6xJm4gNMXgTuo7o3_-tZGJpsVtNGM
PostgreSQL Query Optimization,"Henrietta Dombrovskaya , Boris Novikov , Anna Bailliekova",Apress,978-1-4842-6885-8,تكنولوجيا,الكتروني,انكليزي,2021,مبرمجين,319,لا,1,1,14.11,"Write optimized queries. This book helps you write queries that perform fast and deliver results on time. You will learn that query optimization is not a dark art practiced by a small, secretive cabal of sorcerers. Any motivated professional can learn to write efficient queries from the get-go and capably optimize existing queries. You will learn to look at the process of writing a query from the database engine’s point of view, and know how to think like the database optimizer.

The book begins with a discussion of what a performant system is and progresses to measuring performance and setting performance goals. It introduces different classes of queries and optimization techniques suitable to each, such as the use of indexes and specific join algorithms. You will learn to read and understand query execution plans along with techniques for influencing those plans for better performance. The book also covers advanced topics such as the use of functions and procedures, dynamic SQL, and generated queries. All of these techniques are then used together to produce performant applications, avoiding the pitfalls of object-relational mappers.



What You Will Learn
Identify optimization goals in OLTP and OLAP systems
Read and understand PostgreSQL execution plans
Distinguish between short queries and long queries
Choose the right optimization technique for each query type
Identify indexes that will improve query performance
Optimize full table scans
Avoid the pitfalls of object-relational mapping systems
Optimize the entire application rather than just database queries


Who This Book Is For

IT professionals working in PostgreSQL who want to develop performant and scalable applications, anyone whose job title contains the words “database developer” or “database administrator"" or who is a backend developer charged with programming database calls, and system architects involved in the overall design of application systems running against a PostgreSQL database",https://drive.google.com/open?id=15WEaDu1ieB_hWNGLCubVzLJ0cI1GvGzx
The use of multimedia in education,Abdul Wahab Ismail Kassir,Ray pub (دار شعاع),15079,هندسة,الكتروني,عربي,1998,مبرمجين,328,نعم,1,4,5,"This book takes advantage of the many benefits associated with developing multimedia and video projects and provides teachers and educators with strategies and ideas for incorporating multimedia projects into the curriculum. The authors used the DDD-E (Decide Design Develop - Evaluate) model to demonstrate how to select and plan multimedia projects, use presentations and development tools, manage graphics, digital audio and video, create web pages, and evaluate student work.",https://drive.google.com/open?id=1A2zFIBHYXEKFX688omEeSMM2wZnyWczD
MongoDB Performance Tuning,"Guy Harrison , Michael Harrison",Apress,978-1-4842-6878-0,تكنولوجيا,ورقي,انكليزي,2021,مبرمجين,349,لا,1,1,47.75,"Use this fast and complete guide to optimize the performance of MongoDB databases and the applications that depend on them. You will be able to turbo-charge the performance of your MongoDB applications to provide a better experience for your users, reduce your running costs, and avoid application growing pains. MongoDB is the world’s most popular document database and the foundation for thousands of mission-critical applications. This book helps you get the best possible performance from MongoDB.

MongoDB Performance Tuning takes a methodical and comprehensive approach to performance tuning that begins with application and schema design and goes on to cover optimization of code at all levels of an application. The book also explains how to configure MongoDB hardware and cluster configuration for optimal performance. The systematic approach in the book helps you treat the true causes of performance issues and get the best return on your tuning investment. Even when you’re under pressure and don’t know where to begin, simply follow the method in this book to set things right and get your MongoDB performance back on track.


What You Will Learn
Apply a methodical approach to MongoDB performance tuning
Understand how to design an efficient MongoDB application
Optimize MongoDB document design and indexing strategies
Tune MongoDB queries, aggregation pipelines, and transactions
Optimize MongoDB server resources: CPU, memory, disk
Configure MongoDB Replica sets and Sharded clusters for optimal performance

Who This Book Is For

Developers and administrators of high-performance MongoDB applications who want to be sure they are getting the best possible performance from their MongoDB system. For developers who wish to create applications that are fast, scalable, and cost-effective. For administrators who want to optimize their MongoDB server and hardware configuration.",https://drive.google.com/open?id=1o2HggZLEszV9bFJqSCyF9GIVpc_rHPIl
C++,anas anes,Ray pub (دار شعاع),12100,هندسة,الكتروني,عربي,1996,مبرمجين,208,نعم,1,1,2,"In this book, you will learn about the following topics: Basic C++ patterns (both simple and complex) C++ program controls Object-oriented programming and how to use them in C++ In addition to some other topics in C++",https://drive.google.com/open?id=1lqKB2mCOu2UMCfZKvxFLWIbtUNP1uAIW
Beginning T-SQL,"Kathi Kellenberger , Lee Everest",Apress,978-1-4842-6605-2,تكنولوجيا,ورقي,انكليزي,2021,مبرمجين,706,لا,1,4,48.83,"Kathi Kellenberger is an editor and DevOps advocate at Redgate Software and a Microsoft Data Platform MVP. She has been working with SQL Server for over 20 years, starting with version 6.5. She has worked as a developer, database administrator, and consultant. Kathi has been involved with almost 20 book projects as an author, co-author, or technical editor, and enjoys presenting at events, webinars, and user groups. When not working, she teaches T-SQL to beginners at a non-profit in St. Louis, Missouri that helps people transition to tech careers.  

Lee Everest is a SQL Server developer who has worked with the product since version 6.5. He has taught part-time at Dallas College North Lake Campus for 18 years, and has had several students move on to companies such as Microsoft, filling roles from support engineer to data scientist to vice president. When Lee isn’t working, he enjoys computers, golf, and fishing",https://drive.google.com/open?id=1iGmBtYDQr1nA10Jv6MYrR8sKJ-RF0h8U
myaql,Mohamed Sheikho Mamo,Ray pub (دار شعاع),12098,هندسة,الكتروني,عربي,1997,مبرمجين,208,نعم,2,3,2,"It contains the following topics: Installing MySQL Quick Tour Designing Databases Creating Databases, Tables, and Indexes Inserting, Deleting, and Updating Data MySQL Query Advanced Queries Using MySQL Built-in Methods with the SELECT Statement Using Transients with InnoDB Tables Example Databases Example Queries Managing User Privileges Copying Backup and disaster recovery",https://drive.google.com/open?id=1sIzpXRMheroTYo12Z0uBdCMm-Nt-b76z
Test-Driven Development in Swift,Gio Lodi,Apress,978-1-4842-7002-8,تكنولوجيا,الكتروني,انكليزي,2021,مبرمجين,288,لا,1,1,14.11,"Leverage Swift to practice effective and efficient test-driven development (TDD) methodology. Software testing and TDD are evergreen programming concepts—yet Swift developers haven't widely adopted them. What's needed is a clear roadmap to learn and adopt TDD in the Swift world. Over the past years, Apple has invested in XCTest and Xcode's testing infrastructure, making testing a new top priority in their ecosystem. Open-source libraries such as Quick and Nimble have also reached maturity. The tools are there. This book will show you how to wield them. 

TDD has much more to offer than catching bugs. With this book, you’ll learn a philosophy for building software. TDD enables engineers to solve problems incrementally, writing only as much code as necessary. By decomposing big problems into small steps, you can move along at a fast pace, always making visible progress. 

Participate in the test-driven development journey by building a real iOS application and incorporating new concepts through each chapter. The book's concepts will emerge as you figure out ways to use tests to drive the solutions to the problems of each chapter. Through the TDD of a single application, you’ll be introduced to all the staples and advanced concepts of the craft, understand the trade offs each technique offers, and review an iterative process of software development. 

Test-Driven Development in Swift provides the path for a highly efficient way to make amazing apps.

What You'll Learn

Write tests that are easy to maintain
Look after an ever-growing test suite
Build a testing vocabulary that can be applied outside the Swift world
See how Swift programming enhances the TDD flow seen in dynamic languages 
Discover how compiler errors can provide the same helpful guidance as failing tests do
Who This Book Is For

Mid-level developers keen to write higher quality code and improve their workflows. Also, developers that have already been writing tests but feel they are not getting the most out of them.",https://drive.google.com/open?id=1koZoPSQWh-LmgArQsRCXcJRe2Xe4EM-t
xml,Mohamed Ramy Assi,Ray pub (دار شعاع),12097,هندسة,الكتروني,عربي,1997,مبرمجين,192,نعم,4,5,2,"This book takes your hand, dear reader, step by step, to start learning about the XML language and writing its applications. It deals with many important ideas and topics related to the language, while supporting each of these ideas with adequate practical examples, and then adds to it a discussion and definition of some other techniques and languages ​​that help in enriching XML applications.",https://drive.google.com/open?id=14_hr-6hfKxjC4Lzk9R0R4bSj9hEmoeL_
Apple macOS and iOS System Administration,Drew Smith,Apress,978-1-4842-5819-4,تكنولوجيا,ورقي,انكليزي,2019,مبرمجين,573,لا,1,1,60,"Effectively manage Apple devices anywhere from a handful of Macs at one location to thousands of iPhones across many locations. This book is a comprehensive guide for supporting Mac and iOS devices in organizations of all sizes.

You'll learn how to control a fleet of macOS clients using tools like Profile Manager, Apple Device Enrollment Program (DEP), and Apple Remote Desktop. Then integrate your Mac clients into your existing Microsoft solutions for file sharing, print sharing, Exchange, and Active Directory authentication without having to deploy additional Mac-specific middle-ware or syncing between multiple directory services.  

Apple macOS and iOS System Administration shows how to automate the software installation and upgrade process using the open source Munki platform and provides a scripted out-of-the box experience for large scale deployments of macOS endpoints in any organization. Finally, you'll see how to provision and manage thousands of iOS devices in a standardized and secure fashion with device restrictions and over-the-air configuration.  

What You'll Learn
Integrate macOS and iOS clients into enterprise Microsoft environments
Use Apple’s Volume Purchase Program to manage App installations and share pools of Apps across multiple users
Mass deploy iOS devices with standard configurations
Remotely manage a fleet of macOS devices using Apple's Remote Desktop
Who This Book Is For

System or desktop administrators in enterprise organizations who need to integrate macOS or iOS clients into their existing IT infrastructure or set-up a new infrastructure for an Apple environment from scratch.",https://drive.google.com/open?id=1sLD--eUDRakecCl5Ezj6szWq_h5_kr5i
Interprocess Communication with macOS,Hem Dutt,Apress,978-1-4842-7045-5,تكنولوجيا,الكتروني,انكليزي,2021,مبرمجين,284,لا,1,1,14.11,"Build highly modular software in macOS that interacts deeply and intuitively with other programs. This book explores all techniques available for Inter-process communications (IPC) from high level macOS layers to deep kernel options while applying theoretical concepts into practical implementations on real world scenarios.

You'll see how IPC techniques are used for exchanging data and messages among multiple threads in one or more processes, which may be running on one or more computers connected by a network or running locally. IPC methods can be divided into methods for message passing, synchronization, shared memory, and remote procedure calls (RPC). A poorly conceived IPC can even expose an entire network to over-the-network attacks. Despite the risks, processes and applications absolutely need to communicate with each other across your system and the network. You'll see how these communications facilitate information sharing, computational speedup, modularity, convenience, and privilege separation. 

In macOS, a program has a number of ways to communicate with other programs. These mechanisms for IPC often exist in different layers of the system. You'll examine how each has its own specific purposes, limitations, and intended scenarios. Some are more suitable than others for code written at a certain level of the system. For example, a kernel extension would not make use of Apple events. 

Additionally, the book reveals that different users have different rights when it comes to accessing files, changing system wide settings, and so on, depending on whether they are admin users or ordinary users. Running code with root or administrative privileges can intensify the dangers posed by security vulnerabilities. You'll learn that to elevate privileges safely, it is mandatory for the application to perform the task through a secure Helper process.

What You'll Learn
Expand the capabilities of your programs by sharing data within multiple applications
Understand and dig deep into the world of Helper tools to create apps that need user privilege elevation
Enhance the modularity of a system by allowing your applications to interact and share data with a website

Who This Book Is For

Software engineers and architects designing and developing secure applications for macOS and iOS who have hands-on knowledge of Swift with XCode. ",https://drive.google.com/open?id=11DJmuQcPtAUuD-YEijqsa6uL1lYjBbgk
Data mining,Hala Tawil,Ray pub (دار شعاع),16036,هندسة,الكتروني,عربي,2003,مبرمجين,768,نعم,1,1,8.5,"Data Mining provides an explanation of basic concepts and algorithms for those who are learning data mining for the first time. Through this book, we explored in depth the most important data mining techniques, starting with data pre-processing, classification, association analysis, clustering, and anomaly detection, while supporting the explanation with several examples to clarify the basic concepts",https://drive.google.com/open?id=1owVHslp07AfRGX_BycyVCsGy3g8MBVFX
Beginning iOS Game Center and GameKit,"Kyle Richter , Beau G. Bolle",Apress,978-1-4842-7756-0,تكنولوجيا,الكتروني,انكليزي,2022,مبرمجين,301,لا,1,2,14.11,"Create fun and polished games and gamify your apps with GameKit and Game Center. This fully updated new edition of Kyle Richter’s classic can help you reach new customers through social integrations, multiplayer, and achievements. Quickly add a level of polish to your apps that used to take weeks of hard work and late nights.

Implementing a leaderboard and achievement system has never been so simple! Gone are the days of writing and maintaining your own server. You'll also see how to easily add advanced networking concepts like VoIP support in hours, not days. Game Center is heavily pushed and promoted by Apple. By adding Game Center into your game, not only do you gain access to polished and professional features but your app will see a boost in downloads and sharing.

Expeditiously implement a plethora of advanced social networking concepts into your apps. Create custom Game Center Manager classes that can be rapidly deployed into any of your new or existing projects. And jump right over pitfalls commonly encountered by new and experienced Game Center developers. Become a Game Center development champ!

What You'll Learn
Build a reusable Game Center manager class that can be quickly used in future projects
Integrate Game Kit and Game Center leaderboards and Achievements into your project
Add real time and turned based multiplayer functionality to your game
Implement a real time voice chat system

Who This Book Is For

Experienced developers who already have a basic understanding of iOS development but haven’t yet had a chance to work with GameKit technology will benefit from this book. ",https://drive.google.com/open?id=1kswoZgH6Xj64GPfwH_gm6j0D7N07oF7q
Comprehensive database management,Noha Hanoun,Ray pub (دار شعاع),12136,هندسة,الكتروني,عربي,2006,مبرمجين,984,نعم,1,7,9,"This book is considered one of the books that cover the subject of database management in all its ramifications and dimensions, and thus it is a comprehensive and complete reference for every programmer and specialist in database management. Among the pages of this book, you will find the following topics: Definitions and basic concepts in databases Defining the fields of using databases and defining the features they provide. How to develop databases. Database analysis, which is concerned with data modeling, and therefore the relational data model will be defined. Logical and physical database design. Realizing the database, where the definition of the SQL structured queries used to achieve this, and then the transition to advanced SQL and the definition of a server / client environment. Data storage with an illustration of storage structures. Introducing very important topics for databases, such as how to manage them and managing data, with an explanation of the most important issues related to this, such as recovery, backup, and synchronization control.",https://drive.google.com/open?id=1xi1HYkbt2mDC6nISMAlFJf1idC7asYzp
pmp,Firas Kadri Dadikhi,Ray pub (دار شعاع),40072,هندسة,الكتروني,عربي,1999,مبرمجين,608,نعم,1,8,9,The book includes: A full and detailed explanation of the Project Management Knowledge Guide PMBOK 6th Edition Preparation for the exam as stated in Rita's PMP Preparation 9th Edition More than 400 exam questions and answers Dozens of solved exercises on various topics Live and solved examples of the Critical Path Method (CPM) and management Due Value (EVM) Project Management Institute (PMI) membership and exam requirements,https://drive.google.com/open?id=1VX80GG8MqEzUMNYKpvxwxkSTDLym_cYK
logical circuits,Ammar Aryan,Ray pub (دار شعاع),20056,هندسة,الكتروني,عربي,2001,مبرمجين,1008,نعم,1,5,9,"The book covers and explains the following topics Introduction to counting and conversion systems including Boolean algebra and its applications Boolean algebra applications/microscopic and magnified expansions Karnot diagrams Cowen-McClusky method Multilevel gate circuits NAND and NOR gates Modular circuit design and simulation using logic gates voters, decoders and programmable logic elements Introduction to VHDL Retainers and inverters Registers and counters Analysis of sequential clock circuits Extraction of state tables and schematics Reduction of state tables and state assignment Sequential circuit design VHDL sequential logic Arithmetic circuits State machine design by SM VHDL layout for digital systems design Laboratory experiments",https://drive.google.com/open?id=1Akz1FyZVpF9PlK-HJkhCqcsKBSZ4qySC
Read about earthquakes and volcanoes,saaer basmaje,دار المعرفة,9953-85-304-5,روايات,الكتروني,عربي,2012,عامة الناس,48,لا,1,1,7.5,Description of the phenomena of earthquakes and volcanoes and old stories about them,https://drive.google.com/open?id=1m0LPmCcuRlEBh49LC0He0v_zmsDufwRe
Israa and meraaj,Abd almajeed ,دار المعرفة,9953-85-336-3,تربية,الكتروني,عربي,2014,أطفال,24,نعم,1,1,3,"This is the biography of the Prophet Muhammad bin Abdullah, may God bless him and grant him peace.

In it, we learn steadfastness in faith and spreading the religion of Islam, and patience with the difficulties and challenges that face us through the events that faced the Prophet during his fragrant biography.",https://drive.google.com/open?id=1YrT5ewwaV65OjUgiLgRUGGdKGoMrI0tn
The most important ratios and indicators in the world of business and finance,Mohammad fatoh,Ray pub (دار شعاع),400-67-336-3,ادارة,الكتروني,انكليزي,2018,اقتصاديين,432,لا,1,1,6,Financial indicators are important elements that govern success in the business world and understanding them is pivotal,https://drive.google.com/open?id=1iF-X2HcRElbjYJQQpwyepxOHWq6nqmza
Thyroid tumors between diagnosis and treatment,Mostafa shawa,Ray pub (دار شعاع), 500-30-336-3,صحة,الكتروني,عربي,2019,عامة الناس,288,نعم,5,5,4,"This book presents the most important data, experiences, and studies of the most prestigious international research and hospital centers, which are considered references in the pathogenesis of thyroid tumors, such as (University of Chicago).",https://drive.google.com/open?id=1fwxrCA5RnsUnshDBUIPaL0f_nD1A8NgI
Philosophy of the family system in Islam,Dr.Ahmad koubesy,دار المعرفة,978-9953-85-379-6,تربية,الكتروني,عربي,2021,عامة الناس,240,لا,1,1,10,"The book Philosophy of the Family System in Islam is considered one of the important books for students of women and society issues. The book, Philosophy of the Family System in Islam, falls within the scope of specializing in women's sciences and social issues.",https://drive.google.com/open?id=135gtkNtJM5iqcthRwxNa9Gvt2MIXwO-D
4G wireless video communications,haw wong wang,Willey,9.78E+12,هندسة,الكتروني,انكليزي,2019,مبرمجين,394,لا,1,2,10,"multimedia communications everywhere. 4G Wireless Video Communications covers basic theory and looks at systems descriptions with an emphasis on digital video. It addresses the main topics associated with multimedia communications on 4G networks, including advanced video coding standards",https://drive.google.com/open?id=1-2d4-ODGOG_FOLoRikVIgn1Vu5Gj3YkD
"Acoustic array systems: theory, implementation and application",jakob bensty,Willey,9.78E+12,هندسة,الكتروني,انكليزي,2013,مبرمجين,516,لا,1,1,8,"A unified framework for far- and near-field matrix techniques for noise source and sound field determination, from theory to practice.",https://drive.google.com/open?id=15e2wEznItDLcfEc-HSVtjada8R__waL4
Pro iPhone development with SwiftUI,walas wang,Apress,Pro iPhone development with SwiftUI,تكنولوجيا,الكتروني,انكليزي,2022,مبرمجين,347,لا,1,1,10," Now it's time to create a magical app for iOS platforms! Go beyond your best-selling iPhone development mastery with SwiftUI. Debugging Swift code, using multi-threaded programming with Grand Central Dispatch, passing data between view controllers, and designing applications that run in multiple languages",https://drive.google.com/open?id=1YWKgynN0-G670I8WIMRcXGv7ce_n2qqB
Cisco network,welyam wilson,Apress,978-1-4842-6672-4,هندسة,الكتروني,انكليزي,2021,مبرمجين,775,لا,1,1,9,This book provides clear directions for installing LAN and WAN for both novice and experienced network engineers tasked with building communications. Second Edition is a practical guide and desk reference for Cisco Network Engineers.,https://drive.google.com/open?id=1x15-duDTokMN-RXDohslKYeEvddP_E5X
Data Teams,Jesse Anderson,Apress,978-1-4842-6227-6,هندسة,الكتروني,انكليزي,2019,مبرمجين,294,لا,1,1,37,A Unified Management Model for Successful Data-Focused Teams,https://drive.google.com/open?id=1bTAQPOHcylUUrDj1dZ8wNwzCTDeC6ll2
Creating Good Data,Harry J. Foxwell,Apress,978-1-4842-6102-6,هندسة,الكتروني,انكليزي,2021,مبرمجين,105,لا,1,1,37,A Guide to Dataset Structure and Data Representation,https://drive.google.com/open?id=1q58WfDZtAVNGhrZv1ZeYvV61f93-Ww1y
Data Science Solutions with Python,Tshepo Chris Nokeri,Apress,978-1-4842-7761-4,هندسة,الكتروني,انكليزي,2021,مبرمجين,119,لا,1,1,27,"Fast and Scalable Models Using Keras, PySpark MLlib, H2O, XGBoost, and Scikit-Learn",https://drive.google.com/open?id=1360lvU-qZV7S8q5dizV109Rb1L9XPj8J
Pro Data Visualization Using R and JavaScript,"Tom Barker, Jon Westfall",Apress,978-1-4842-7201-5,هندسة,الكتروني,انكليزي,2021,مبرمجين,274,لا,1,1,47,Analyze and Visualize Key Data on the Web,https://drive.google.com/open?id=1SDnHnpAPcbfEo1euJGwxHSyCHPd8RLMy
Econometrics and Data Science,Tshepo Chris Nokeri,Apress,978-1-4842-7433-0,هندسة,الكتروني,انكليزي,2021,مبرمجين,228,لا,1,1,27,Apply Data Science Techniques to Model Complex Problems and Implement Solutions for Economic Problems,https://drive.google.com/open?id=1Ic3CmnqSzWabSEIT1TreHJEdHlEtGQ42
Advanced Analytics with Transact-SQL,Dejan Sarka,Apress,978-1-4842-7172-8,هندسة,الكتروني,انكليزي,2021,مبرمجين,302,لا,1,1,27,Exploring Hidden Patterns and Rules in Your Data,https://drive.google.com/open?id=1y_BrrpGS4WT-v5MWk48iqo12S269T4X8
The Definitive Guide to Azure Data Engineering,Ron C. L'Esteve,Apress,978-1-4842-7181-0,هندسة,الكتروني,انكليزي,2021,مبرمجين,612,لا,1,1,40,"Modern ELT, DevOps, and Analytics on the Azure Cloud Platform",https://drive.google.com/open?id=15tg2NPpl8X3BjJ0w5H-5jI8p6ExRlHnq
Beginning Azure Synapse Analytics,Bhadresh Shiyal,Apress,978-1-4842-7060-8,هندسة,الكتروني,انكليزي,2021,مبرمجين,249,لا,1,1,50,Transition from Data Warehouse to Data Lakehouse,https://drive.google.com/open?id=1Iz15TjMGVQN6mgZMLxQTFVkCL0_2A8gk
Pro iPhone Development with SwiftUI,Wallace Wang,Apress,978-1-4842-7826-0,هندسة,الكتروني,انكليزي,2022,مبرمجين,347,لا,1,1,50,Design and Manage Top Quality Apps,https://drive.google.com/open?id=1KPmxAZuTp_O_8JU875gDGtRPXtUF4i_4
Pro ASP.NET Core 6,Adam Freeman,Apress,978-1-4842-7956-4,هندسة,الكتروني,انكليزي,2022,مبرمجين,1253,لا,1,1,50,"Develop Cloud-Ready Web Applications Using MVC, Blazor, and Razor Pages",https://drive.google.com/open?id=1s3blxZszgWGuLM8x5tXP3qCrg1dsyd4x
The globalization of immorality,P. Ahmad Tahhan,دار المعرفة,9953-446-41-5,سياسة,ورقي,عربي,2004,عامة الناس,216,لا,1,1,5,"تناول الكاتب في كتابه هذا جانب من قضيّـة الحرب على العراق ، وخصّ قضية الفجور المسيطرة على بلادنا ، وكيف أن الغرب يريد أن يلهي عقول شباب المستقبل بهذه القضايا ، ويجعلها القضية الأهم في حياتهم ، ويلغي من عقولهم قضية الدفاع عن بلادهم ، وما يجري داخل المعتقلات، وفي البلاد المستعمرة . وما يُـهتك من أعراض. وفي الكتاب وثائق وحقائق ، جرت وما زالت تجري من جراء الحرب على العراق وغيرها من البلاد المستعمرة .",https://drive.google.com/open?id=1HeM5F6nPkk0Ix77uItCVSA9zLZhgGbXr
Electronic scorn,P. Nadeem Al-Mansori,Ray pub (دار شعاع),9.79E+12,سياسة,ورقي,عربي,2016,عامة الناس,172,لا,1,1,10,"This book falls within the attempts to raise the networked awareness of the average user, and to reveal the networked reality of the Arab user, which does not bode well because it is still circulating within the circle of consumption and has not yet reached the limits of production, neither at the level of individuals, institutions, nor countries, compared to what other countries are achieving.
This book is considered a modest attempt to present the reality imposed by technology and detail some of its applications on our societies and identify its risks, in order to come up with some proposals to get out of the state of control in which you live, or to reach, at a minimum, network awareness or electronic intelligence, the basic way to empower users and convert them To partners in the network and not just consumers.
Finally, this book has become in the hands of the Arab reader, and I never intended to demean its value by using the term ""electronic showering"", on the contrary, the quest is to alert and raise awareness of the trend towards controlling the network and not falling into its net.",https://drive.google.com/open?id=1qSIPCUFic1a2xxK5kFSUFm04S_2EeEWM
Zero Trust Security,"Jason Garbis , Jerry W. Chapman",Apress,978-1-4842-6702-8,تكنولوجيا,الكتروني,انكليزي,2021,مبرمجين,209,لا,1,1,12.99,"Understand how Zero Trust security can and should integrate into your organization. This book covers the complexity of enterprise environments and provides the realistic guidance and requirements your security team needs to successfully plan and execute a journey to Zero Trust while getting more value from your existing enterprise security architecture. After reading this book, you will be ready to design a credible and defensible Zero Trust security architecture for your organization and implement a step-wise journey that delivers significantly improved security and streamlined operations.
Zero Trust security has become a major industry trend, and yet there still is uncertainty about what it means. Zero Trust is about fundamentally changing the underlying philosophy and approach to enterprise security—moving from outdated and demonstrably ineffective perimeter-centric approaches to a dynamic, identity-centric, and policy-based approach.

Making this type of shift can be challenging. Your organization has already deployed and operationalized enterprise security assets such as Directories, IAM systems, IDS/IPS, and SIEM, and changing things can be difficult. Zero Trust Security uniquely covers the breadth of enterprise security and IT architectures, providing substantive architectural guidance and technical analysis with the goal of accelerating your organization‘s journey to Zero Trust.",https://drive.google.com/open?id=1SES0XLg6wujeH2b5Q0WEgLYfkfWlFZxP
Big Breaches," Neil Daswani , Moudy Elbayadi",Apress,978-1-4842-6655-7,تكنولوجيا,الكتروني,انكليزي,2021,مبرمجين,415,لا,1,1,13,"The cybersecurity industry has seen an investment of over $45 billion in the past 15 years. Hundreds of thousands of jobs in the field remain unfilled amid breach after breach, and the problem has come to a head. It is time for everyone—not just techies—to become informed and empowered on the subject of cybersecurity.

In engaging and exciting fashion, Big Breaches covers some of the largest security breaches and the technical topics behind them such as phishing, malware, third-party compromise, software vulnerabilities, unencrypted data, and more. Cybersecurity affects daily life for all of us, and the area has never been more accessible than with this book.
You will obtain a confident grasp on industry insider knowledge such as effective prevention and detection countermeasures, the meta-level causes of breaches, the seven crucial habits for optimal security in your organization, and much more. These valuable lessons are applied to real-world cases, helping you deduce just how high-profile mega-breaches at Target, JPMorgan Chase, Equifax, Marriott, and more were able to occur.

Whether you are seeking to implement a stronger foundation of cybersecurity within your organization or you are an individual who wants to learn the basics, Big Breaches ensures that everybody comes away with essential knowledge to move forward successfully. Arm yourself with this book’s expert insights and be prepared for the future of cybersecurity.",https://drive.google.com/open?id=1m441jI_LQ0D9dw5R-sFfXHbY-1XmXiZH
Solving Identity Management in Modern Applications," Yvonne Wilson , Abhishek Hingnikar",Apress,978-1-4842-5095-2,تكنولوجيا,الكتروني,انكليزي,2019,مبرمجين,240,لا,1,1,12.99,"Know how to design and use identity management to protect your application and the data it manages.

At a time when security breaches result in increasingly onerous penalties, it is paramount that application developers and owners understand identity management and the value it provides when building applications. This book takes you from account provisioning to authentication to authorization, and covers troubleshooting and common problems to avoid. The authors include predictions about why this will be even more important in the future. Application best practices with coding samples are provided.

Solving Identity and Access Management in Modern Applications gives you what you need to design identity and access management for your applications and to describe it to stakeholders with confidence. You will be able to explain account creation, session and access management, account termination, and more.",https://drive.google.com/open?id=11Pp8F65pN4fVEqi-oxhxPZQlxsdEBD3L
Open Source Intelligence Methods and Tools," Nihad A. Hassan , Rami Hijazi",Apress,978-1-4842-3213-2,تكنولوجيا,الكتروني,انكليزي,2018,مبرمجين,354,نعم,4,1,12.99,"Apply Open Source Intelligence (OSINT) techniques, methods, and tools to acquire information from publicly available online sources to support your intelligence analysis. Use the harvested data in different scenarios such as financial, crime, and terrorism investigations as well as performing business competition analysis and acquiring intelligence about individuals and other entities. This book will also improve your skills to acquire information online from both the regular Internet as well as the hidden web through its two sub-layers: the deep web and the dark web.

The author includes many OSINT resources that can be used by intelligence agencies as well as by enterprises to monitor trends on a global level, identify risks, and gather competitor intelligence so more effective decisions can be made. You will discover techniques, methods, and tools that are equally used by hackers and penetration testers to gather intelligence about a specific target online. And you will be aware of how OSINT resources can be used in conducting social engineering attacks. 

Open Source Intelligence Methods and Tools takes a practical approach and lists hundreds of OSINT resources that can be used to gather intelligence from online public sources. The book also covers how to anonymize your digital identity online so you can conduct your searching activities without revealing your identity. ",https://drive.google.com/open?id=1wk655TkfHdr32y4w6vEDP2xzyq90X8gy
